application_id,application_date,partner,city,channel,product,stage,loan_amount,processing_days,sla_status,approval_status,disbursed,api_issue,uat_status,conversion_rate_pct,estimated_partner_revenue,portfolio_project
APP0329,2026-01-08,Partner_K,Delhi,Branch,Education Loan,Rejected,3397706,5,Within SLA,No,No,Yes,Not Required,14.6,0.0,Partner Growth & Lending Operations
APP0330,2026-03-27,Partner_D,Kolkata,Website,Education Loan,Application,3011910,1,Within SLA,Pending,No,No,Not Required,9.8,0.0,Partner Growth & Lending Operations
APP0331,2026-06-19,Partner_E,Bangalore,Referral,Consumer Loan,Disbursed,169227,10,SLA Breach,Yes,Yes,No,Not Required,12.7,214.92,CRM & Operations Transformation
APP0332,2026-06-22,Partner_H,Ahmedabad,Branch,Education Loan,Application,4656004,9,SLA Breach,Pending,No,No,Not Required,13.7,0.0,Partner Growth & Lending Operations
APP0333,2026-05-28,Partner_H,Kolkata,Partner,Education Loan,Disbursed,2795936,9,SLA Breach,Yes,Yes,No,Not Required,17.9,5004.73,Partner Growth & Lending Operations
APP0334,2026-04-01,Partner_A,Kolkata,Digital Campaign,Credit Card,Approved,69149,1,Within SLA,Yes,No,No,Passed,9.8,0.0,API Integration & GTM
APP0335,2026-02-10,Partner_A,Bangalore,Branch,Personal Loan,Disbursed,80099,4,Within SLA,Yes,Yes,No,Not Required,25.4,203.45,Customer Journey Transformation
APP0336,2026-06-28,Partner_A,Chennai,Partner,Education Loan,Disbursed,1706184,4,Within SLA,Yes,Yes,No,Not Required,19.0,3241.75,Partner Growth & Lending Operations
APP0337,2026-05-29,Partner_C,Mumbai,Partner,Personal Loan,Application,785430,7,SLA Breach,Pending,No,Yes,Not Required,13.7,0.0,Customer Journey Transformation
APP0338,2026-06-05,Partner_D,Kolkata,Branch,Credit Card,Credit Review,282556,8,SLA Breach,Pending,No,No,Passed,13.3,0.0,API Integration & GTM
APP0339,2026-06-13,Partner_J,Kolkata,Website,Personal Loan,Disbursed,228048,3,Within SLA,Yes,Yes,No,Not Required,25.2,574.68,Customer Journey Transformation
APP0340,2026-03-10,Partner_J,Pune,Branch,Credit Card,Application,172808,1,Within SLA,Pending,No,No,Passed,8.1,0.0,API Integration & GTM
APP0341,2026-06-17,Partner_I,Hyderabad,Website,Personal Loan,Approved,271883,6,SLA Breach,Yes,No,No,Not Required,11.7,0.0,Customer Journey Transformation
APP0342,2026-06-13,Partner_D,Mumbai,Partner,Education Loan,Disbursed,4061262,4,Within SLA,Yes,Yes,Yes,Not Required,15.6,6335.57,Partner Growth & Lending Operations
APP0343,2026-05-06,Partner_G,Bangalore,Branch,Credit Card,Documents,216589,5,Within SLA,Pending,No,No,Pending,5.2,0.0,API Integration & GTM
APP0344,2026-01-16,Partner_D,Kolkata,Digital Campaign,Education Loan,Application,3781941,5,Within SLA,Pending,No,No,Not Required,4.8,0.0,Partner Growth & Lending Operations
APP0345,2026-01-17,Partner_J,Ahmedabad,Website,Education Loan,Application,578077,9,SLA Breach,Pending,No,No,Not Required,10.5,0.0,Partner Growth & Lending Operations
APP0346,2026-02-05,Partner_I,Mumbai,Partner,Personal Loan,Disbursed,999349,1,Within SLA,Yes,Yes,No,Not Required,20.1,2008.69,Customer Journey Transformation
APP0347,2026-06-16,Partner_B,Ahmedabad,Website,Consumer Loan,Application,418518,6,SLA Breach,Pending,No,Yes,Not Required,11.3,0.0,CRM & Operations Transformation
APP0348,2026-01-03,Partner_B,Mumbai,Partner,Consumer Loan,Lead,376184,6,SLA Breach,Pending,No,No,Not Required,14.7,0.0,CRM & Operations Transformation
APP0349,2026-05-26,Partner_G,Ahmedabad,Branch,Education Loan,Credit Review,837369,4,Within SLA,Pending,No,No,Not Required,11.8,0.0,Partner Growth & Lending Operations
APP0350,2026-02-28,Partner_C,Ahmedabad,Branch,Education Loan,Disbursed,3409984,2,Within SLA,Yes,Yes,No,Not Required,15.8,5387.77,Partner Growth & Lending Operations
APP0351,2026-01-13,Partner_A,Hyderabad,Referral,Personal Loan,Credit Review,705348,1,Within SLA,Pending,No,No,Not Required,8.8,0.0,Customer Journey Transformation
APP0352,2026-06-21,Partner_C,Pune,Referral,Consumer Loan,Application,324442,10,SLA Breach,Pending,No,No,Not Required,11.1,0.0,CRM & Operations Transformation
APP0353,2026-03-24,Partner_C,Hyderabad,Branch,Education Loan,Disbursed,2509606,8,SLA Breach,Yes,Yes,Yes,Not Required,25.6,6424.59,Partner Growth & Lending Operations
APP0354,2026-05-25,Partner_H,Pune,Partner,Personal Loan,Application,137051,5,Within SLA,Pending,No,No,Not Required,7.2,0.0,Customer Journey Transformation
APP0355,2026-01-19,Partner_L,Chennai,Website,Consumer Loan,Approved,293031,1,Within SLA,Yes,No,No,Not Required,8.2,0.0,CRM & Operations Transformation
APP0356,2026-05-08,Partner_G,Pune,Partner,Credit Card,Rejected,96163,6,SLA Breach,No,No,No,Passed,12.4,0.0,API Integration & GTM
APP0357,2026-01-06,Partner_H,Bangalore,Partner,Credit Card,Rejected,144776,8,SLA Breach,No,No,No,Passed,5.2,0.0,API Integration & GTM
APP0358,2026-03-12,Partner_I,Delhi,Digital Campaign,Personal Loan,Application,702755,9,SLA Breach,Pending,No,No,Not Required,9.2,0.0,Customer Journey Transformation
APP0359,2026-06-20,Partner_I,Mumbai,Partner,Education Loan,Documents,2013083,8,SLA Breach,Pending,No,No,Not Required,14.6,0.0,Partner Growth & Lending Operations
APP0360,2026-04-21,Partner_F,Pune,Partner,Personal Loan,Documents,161541,4,Within SLA,Pending,No,No,Not Required,10.5,0.0,Customer Journey Transformation
APP0361,2026-03-11,Partner_F,Mumbai,Referral,Personal Loan,Documents,837738,10,SLA Breach,Pending,No,No,Not Required,11.1,0.0,Customer Journey Transformation
APP0362,2026-05-30,Partner_L,Bangalore,Partner,Education Loan,Disbursed,2377145,9,SLA Breach,Yes,Yes,No,Not Required,27.1,6442.06,Partner Growth & Lending Operations
APP0363,2026-02-14,Partner_H,Chennai,Partner,Consumer Loan,Approved,114381,9,SLA Breach,Yes,No,No,Not Required,10.5,0.0,CRM & Operations Transformation
APP0364,2026-02-01,Partner_D,Mumbai,Partner,Personal Loan,Rejected,520435,9,SLA Breach,No,No,No,Not Required,5.3,0.0,Customer Journey Transformation
APP0365,2026-06-02,Partner_J,Bangalore,Referral,Education Loan,Disbursed,4248529,3,Within SLA,Yes,Yes,Yes,Not Required,13.3,5650.54,Partner Growth & Lending Operations
APP0366,2026-02-10,Partner_K,Hyderabad,Partner,Personal Loan,Credit Review,773858,8,SLA Breach,Pending,No,No,Not Required,9.6,0.0,Customer Journey Transformation
APP0367,2026-04-20,Partner_H,Kolkata,Referral,Education Loan,Application,2720182,4,Within SLA,Pending,No,No,Not Required,6.0,0.0,Partner Growth & Lending Operations
APP0368,2026-04-04,Partner_H,Mumbai,Partner,Education Loan,Credit Review,1838306,10,SLA Breach,Pending,No,No,Not Required,10.1,0.0,Partner Growth & Lending Operations
APP0369,2026-03-06,Partner_F,Kolkata,Branch,Consumer Loan,Disbursed,430826,8,SLA Breach,Yes,Yes,No,Not Required,21.9,943.51,CRM & Operations Transformation
APP0370,2026-01-28,Partner_H,Mumbai,Digital Campaign,Education Loan,Disbursed,4128104,6,SLA Breach,Yes,Yes,No,Not Required,17.3,7141.62,Partner Growth & Lending Operations
APP0371,2026-06-17,Partner_B,Ahmedabad,Branch,Consumer Loan,Disbursed,393265,10,SLA Breach,Yes,Yes,No,Not Required,23.3,916.31,CRM & Operations Transformation
APP0372,2026-01-04,Partner_E,Kolkata,Referral,Personal Loan,Lead,205489,6,SLA Breach,Pending,No,No,Not Required,10.2,0.0,Customer Journey Transformation
APP0373,2026-05-01,Partner_K,Chennai,Website,Personal Loan,Lead,343851,1,Within SLA,Pending,No,No,Not Required,7.9,0.0,Customer Journey Transformation
APP0374,2026-03-25,Partner_E,Hyderabad,Partner,Education Loan,Application,1173812,2,Within SLA,Pending,No,Yes,Not Required,12.8,0.0,Partner Growth & Lending Operations
APP0375,2026-03-02,Partner_A,Pune,Branch,Personal Loan,Rejected,871530,8,SLA Breach,No,No,No,Not Required,6.1,0.0,Customer Journey Transformation
APP0376,2026-06-26,Partner_I,Delhi,Branch,Personal Loan,Documents,970095,7,SLA Breach,Pending,No,Yes,Not Required,6.9,0.0,Customer Journey Transformation
APP0377,2026-05-30,Partner_A,Hyderabad,Digital Campaign,Personal Loan,Application,705496,6,SLA Breach,Pending,No,No,Not Required,9.0,0.0,Customer Journey Transformation
APP0378,2026-01-29,Partner_G,Hyderabad,Branch,Personal Loan,Documents,795423,3,Within SLA,Pending,No,No,Not Required,3.2,0.0,Customer Journey Transformation
APP0379,2026-05-14,Partner_D,Kolkata,Website,Personal Loan,Credit Review,759676,1,Within SLA,Pending,No,No,Not Required,13.4,0.0,Customer Journey Transformation
APP0380,2026-04-25,Partner_F,Hyderabad,Partner,Credit Card,Documents,120269,10,SLA Breach,Pending,No,Yes,Passed,10.6,0.0,API Integration & GTM
APP0381,2026-06-01,Partner_L,Mumbai,Website,Education Loan,Application,2251797,3,Within SLA,Pending,No,No,Not Required,12.0,0.0,Partner Growth & Lending Operations
APP0382,2026-06-06,Partner_A,Chennai,Website,Personal Loan,Disbursed,150546,10,SLA Breach,Yes,Yes,No,Not Required,24.1,362.82,Customer Journey Transformation
APP0383,2026-02-08,Partner_F,Hyderabad,Website,Personal Loan,Approved,193279,1,Within SLA,Yes,No,No,Not Required,14.2,0.0,Customer Journey Transformation
APP0384,2026-06-20,Partner_G,Delhi,Referral,Education Loan,Documents,1660294,5,Within SLA,Pending,No,No,Not Required,10.3,0.0,Partner Growth & Lending Operations
APP0385,2026-02-25,Partner_E,Mumbai,Website,Education Loan,Approved,3524015,9,SLA Breach,Yes,No,No,Not Required,11.4,0.0,Partner Growth & Lending Operations
APP0386,2026-06-18,Partner_I,Mumbai,Branch,Credit Card,Application,253381,9,SLA Breach,Pending,No,No,Passed,12.8,0.0,API Integration & GTM
APP0387,2026-05-16,Partner_E,Chennai,Website,Consumer Loan,Documents,334359,2,Within SLA,Pending,No,Yes,Not Required,5.4,0.0,CRM & Operations Transformation
APP0388,2026-03-07,Partner_I,Ahmedabad,Website,Consumer Loan,Rejected,186379,4,Within SLA,No,No,No,Not Required,3.9,0.0,CRM & Operations Transformation
APP0389,2026-03-05,Partner_D,Ahmedabad,Digital Campaign,Personal Loan,Rejected,535097,3,Within SLA,No,No,No,Not Required,7.2,0.0,Customer Journey Transformation
APP0390,2026-06-07,Partner_D,Mumbai,Referral,Personal Loan,Documents,708250,10,SLA Breach,Pending,No,No,Not Required,14.2,0.0,Customer Journey Transformation
APP0391,2026-02-27,Partner_A,Hyderabad,Referral,Education Loan,Lead,1199895,9,SLA Breach,Pending,No,No,Not Required,8.1,0.0,Partner Growth & Lending Operations
APP0392,2026-03-12,Partner_G,Ahmedabad,Branch,Credit Card,Credit Review,70176,3,Within SLA,Pending,No,No,Passed,11.9,0.0,API Integration & GTM
APP0393,2026-03-03,Partner_F,Delhi,Partner,Credit Card,Application,274655,7,SLA Breach,Pending,No,No,Passed,12.3,0.0,API Integration & GTM
APP0394,2026-04-04,Partner_K,Chennai,Website,Education Loan,Documents,3138439,9,SLA Breach,Pending,No,No,Not Required,5.6,0.0,Partner Growth & Lending Operations
APP0395,2026-01-23,Partner_K,Kolkata,Referral,Consumer Loan,Credit Review,345097,2,Within SLA,Pending,No,No,Not Required,8.3,0.0,CRM & Operations Transformation
APP0396,2026-06-05,Partner_F,Hyderabad,Branch,Credit Card,Documents,232949,3,Within SLA,Pending,No,No,Passed,6.2,0.0,API Integration & GTM
APP0397,2026-01-23,Partner_K,Pune,Partner,Personal Loan,Disbursed,702873,7,SLA Breach,Yes,Yes,No,Not Required,25.1,1764.21,Customer Journey Transformation
APP0398,2026-03-11,Partner_J,Delhi,Branch,Consumer Loan,Disbursed,439760,8,SLA Breach,Yes,Yes,No,Not Required,16.2,712.41,CRM & Operations Transformation
APP0399,2026-06-06,Partner_E,Pune,Branch,Personal Loan,Lead,476673,6,SLA Breach,Pending,No,No,Not Required,5.4,0.0,Customer Journey Transformation
APP0400,2026-01-27,Partner_B,Bangalore,Referral,Personal Loan,Disbursed,967472,6,SLA Breach,Yes,Yes,No,Not Required,27.5,2660.55,Customer Journey Transformation
APP0401,2026-01-13,Partner_K,Ahmedabad,Partner,Consumer Loan,Approved,473842,3,Within SLA,Yes,No,No,Not Required,6.6,0.0,CRM & Operations Transformation
APP0402,2026-06-01,Partner_K,Delhi,Partner,Education Loan,Disbursed,614589,5,Within SLA,Yes,Yes,No,Not Required,12.2,749.8,Partner Growth & Lending Operations
APP0403,2026-05-05,Partner_G,Kolkata,Branch,Personal Loan,Credit Review,991497,3,Within SLA,Pending,No,Yes,Not Required,8.0,0.0,Customer Journey Transformation
APP0404,2026-06-01,Partner_C,Mumbai,Website,Personal Loan,Approved,83340,9,SLA Breach,Yes,No,No,Not Required,10.2,0.0,Customer Journey Transformation
APP0405,2026-04-23,Partner_L,Delhi,Website,Personal Loan,Approved,251604,3,Within SLA,Yes,No,No,Not Required,8.9,0.0,Customer Journey Transformation
APP0406,2026-03-16,Partner_K,Ahmedabad,Digital Campaign,Personal Loan,Credit Review,593898,7,SLA Breach,Pending,No,Yes,Not Required,4.3,0.0,Customer Journey Transformation
APP0407,2026-03-05,Partner_I,Mumbai,Website,Education Loan,Approved,1365256,6,SLA Breach,Yes,No,No,Not Required,4.9,0.0,Partner Growth & Lending Operations
APP0408,2026-04-22,Partner_H,Pune,Website,Credit Card,Lead,111169,1,Within SLA,Pending,No,No,Passed,3.2,0.0,API Integration & GTM
APP0409,2026-01-13,Partner_L,Ahmedabad,Partner,Education Loan,Disbursed,743877,3,Within SLA,Yes,Yes,No,Not Required,27.3,2030.78,Partner Growth & Lending Operations
APP0410,2026-05-28,Partner_F,Bangalore,Website,Education Loan,Rejected,1918826,8,SLA Breach,No,No,No,Not Required,10.1,0.0,Partner Growth & Lending Operations
APP0411,2026-06-25,Partner_A,Ahmedabad,Website,Education Loan,Approved,1325782,7,SLA Breach,Yes,No,No,Not Required,14.7,0.0,Partner Growth & Lending Operations
APP0412,2026-02-26,Partner_I,Mumbai,Branch,Personal Loan,Application,748148,10,SLA Breach,Pending,No,No,Not Required,10.2,0.0,Customer Journey Transformation
APP0413,2026-06-06,Partner_D,Pune,Branch,Personal Loan,Lead,55750,1,Within SLA,Pending,No,No,Not Required,13.7,0.0,Customer Journey Transformation
APP0414,2026-06-09,Partner_B,Kolkata,Website,Education Loan,Application,4151361,4,Within SLA,Pending,No,No,Not Required,14.3,0.0,Partner Growth & Lending Operations
APP0415,2026-04-14,Partner_C,Delhi,Partner,Education Loan,Disbursed,4642887,8,SLA Breach,Yes,Yes,No,Not Required,16.5,7660.76,Partner Growth & Lending Operations
APP0416,2026-02-05,Partner_H,Pune,Referral,Education Loan,Disbursed,2051899,1,Within SLA,Yes,Yes,No,Not Required,16.8,3447.19,Partner Growth & Lending Operations
APP0417,2026-04-29,Partner_B,Ahmedabad,Branch,Education Loan,Lead,2222199,8,SLA Breach,Pending,No,No,Not Required,8.8,0.0,Partner Growth & Lending Operations
APP0418,2026-05-25,Partner_E,Ahmedabad,Referral,Credit Card,Approved,116983,8,SLA Breach,Yes,No,No,Passed,8.9,0.0,API Integration & GTM
APP0419,2026-03-30,Partner_J,Hyderabad,Digital Campaign,Personal Loan,Approved,826372,8,SLA Breach,Yes,No,No,Not Required,5.3,0.0,Customer Journey Transformation
APP0420,2026-05-17,Partner_H,Hyderabad,Referral,Personal Loan,Disbursed,714846,7,SLA Breach,Yes,Yes,No,Not Required,27.8,1987.27,Customer Journey Transformation
APP0421,2026-02-17,Partner_E,Bangalore,Partner,Consumer Loan,Credit Review,241144,6,SLA Breach,Pending,No,No,Not Required,7.3,0.0,CRM & Operations Transformation
APP0422,2026-05-14,Partner_D,Mumbai,Partner,Personal Loan,Disbursed,159373,8,SLA Breach,Yes,Yes,No,Not Required,27.2,433.49,Customer Journey Transformation
APP0423,2026-06-15,Partner_J,Chennai,Website,Personal Loan,Approved,438227,7,SLA Breach,Yes,No,Yes,Not Required,11.9,0.0,Customer Journey Transformation
APP0424,2026-06-15,Partner_C,Pune,Partner,Consumer Loan,Credit Review,299045,2,Within SLA,Pending,No,Yes,Not Required,10.2,0.0,CRM & Operations Transformation
APP0425,2026-06-26,Partner_I,Chennai,Website,Consumer Loan,Documents,41874,10,SLA Breach,Pending,No,No,Not Required,4.0,0.0,CRM & Operations Transformation
APP0426,2026-05-07,Partner_E,Chennai,Website,Credit Card,Rejected,178126,9,SLA Breach,No,No,No,Passed,9.3,0.0,API Integration & GTM
APP0427,2026-05-23,Partner_J,Bangalore,Partner,Education Loan,Lead,1641452,1,Within SLA,Pending,No,No,Not Required,8.5,0.0,Partner Growth & Lending Operations
APP0428,2026-01-13,Partner_H,Bangalore,Partner,Education Loan,Rejected,2412493,8,SLA Breach,No,No,No,Not Required,5.9,0.0,Partner Growth & Lending Operations
APP0429,2026-04-13,Partner_I,Delhi,Website,Personal Loan,Application,929617,6,SLA Breach,Pending,No,No,Not Required,10.2,0.0,Customer Journey Transformation
APP0430,2026-04-26,Partner_B,Delhi,Website,Consumer Loan,Approved,356237,5,Within SLA,Yes,No,No,Not Required,10.8,0.0,CRM & Operations Transformation
APP0431,2026-04-21,Partner_L,Kolkata,Website,Credit Card,Application,224463,4,Within SLA,Pending,No,No,Pending,14.1,0.0,API Integration & GTM
APP0432,2026-05-16,Partner_B,Ahmedabad,Partner,Education Loan,Application,3876910,1,Within SLA,Pending,No,No,Not Required,14.0,0.0,Partner Growth & Lending Operations
APP0433,2026-06-09,Partner_A,Mumbai,Partner,Education Loan,Disbursed,4097170,7,SLA Breach,Yes,Yes,No,Not Required,24.4,9997.09,Partner Growth & Lending Operations
APP0434,2026-02-23,Partner_H,Kolkata,Branch,Personal Loan,Rejected,750757,2,Within SLA,No,No,No,Not Required,12.0,0.0,Customer Journey Transformation
APP0435,2026-04-13,Partner_C,Mumbai,Partner,Education Loan,Documents,1248692,3,Within SLA,Pending,No,No,Not Required,3.5,0.0,Partner Growth & Lending Operations
APP0436,2026-03-09,Partner_C,Ahmedabad,Referral,Education Loan,Documents,2445537,6,SLA Breach,Pending,No,Yes,Not Required,13.6,0.0,Partner Growth & Lending Operations
APP0437,2026-03-24,Partner_D,Bangalore,Digital Campaign,Personal Loan,Credit Review,631177,1,Within SLA,Pending,No,No,Not Required,10.5,0.0,Customer Journey Transformation
APP0438,2026-04-24,Partner_H,Ahmedabad,Partner,Education Loan,Credit Review,3022919,1,Within SLA,Pending,No,Yes,Not Required,5.2,0.0,Partner Growth & Lending Operations
APP0439,2026-02-03,Partner_I,Kolkata,Partner,Consumer Loan,Application,33358,8,SLA Breach,Pending,No,No,Not Required,8.4,0.0,CRM & Operations Transformation
APP0440,2026-01-05,Partner_F,Bangalore,Partner,Education Loan,Disbursed,4932787,8,SLA Breach,Yes,Yes,No,Not Required,26.5,13071.89,Partner Growth & Lending Operations
APP0441,2026-05-20,Partner_A,Kolkata,Digital Campaign,Education Loan,Credit Review,4972089,2,Within SLA,Pending,No,Yes,Not Required,7.3,0.0,Partner Growth & Lending Operations
APP0442,2026-03-25,Partner_G,Ahmedabad,Partner,Consumer Loan,Documents,279432,2,Within SLA,Pending,No,No,Not Required,7.1,0.0,CRM & Operations Transformation
APP0443,2026-01-21,Partner_A,Pune,Partner,Credit Card,Documents,143326,10,SLA Breach,Pending,No,No,Passed,8.2,0.0,API Integration & GTM
APP0444,2026-04-14,Partner_F,Hyderabad,Website,Personal Loan,Lead,630971,7,SLA Breach,Pending,No,No,Not Required,14.2,0.0,Customer Journey Transformation
APP0445,2026-06-30,Partner_B,Bangalore,Branch,Credit Card,Documents,83776,8,SLA Breach,Pending,No,No,Pending,4.3,0.0,API Integration & GTM
APP0446,2026-01-30,Partner_F,Delhi,Partner,Personal Loan,Application,866698,2,Within SLA,Pending,No,No,Not Required,3.4,0.0,Customer Journey Transformation
APP0447,2026-04-13,Partner_G,Bangalore,Partner,Consumer Loan,Disbursed,429294,6,SLA Breach,Yes,Yes,No,Not Required,24.7,1060.36,CRM & Operations Transformation
APP0448,2026-04-21,Partner_B,Kolkata,Website,Consumer Loan,Application,151688,1,Within SLA,Pending,No,No,Not Required,5.7,0.0,CRM & Operations Transformation
APP0449,2026-01-08,Partner_J,Chennai,Partner,Personal Loan,Disbursed,317598,1,Within SLA,Yes,Yes,No,Not Required,26.3,835.28,Customer Journey Transformation
APP0450,2026-06-12,Partner_F,Bangalore,Partner,Education Loan,Application,3105221,1,Within SLA,Pending,No,No,Not Required,14.0,0.0,Partner Growth & Lending Operations
APP0451,2026-02-27,Partner_F,Delhi,Website,Education Loan,Documents,1099792,5,Within SLA,Pending,No,No,Not Required,3.2,0.0,Partner Growth & Lending Operations
APP0452,2026-01-17,Partner_J,Kolkata,Website,Credit Card,Credit Review,192867,6,SLA Breach,Pending,No,No,Passed,14.7,0.0,API Integration & GTM
APP0453,2026-06-12,Partner_G,Ahmedabad,Branch,Consumer Loan,Application,430782,3,Within SLA,Pending,No,No,Not Required,3.5,0.0,CRM & Operations Transformation
APP0454,2026-04-17,Partner_D,Mumbai,Website,Education Loan,Credit Review,1435783,8,SLA Breach,Pending,No,No,Not Required,7.5,0.0,Partner Growth & Lending Operations
APP0455,2026-03-09,Partner_D,Delhi,Website,Consumer Loan,Credit Review,301487,5,Within SLA,Pending,No,No,Not Required,7.7,0.0,CRM & Operations Transformation
APP0456,2026-01-24,Partner_D,Delhi,Partner,Personal Loan,Application,950959,2,Within SLA,Pending,No,No,Not Required,5.8,0.0,Customer Journey Transformation
APP0457,2026-05-05,Partner_G,Delhi,Partner,Consumer Loan,Disbursed,216950,8,SLA Breach,Yes,Yes,No,Not Required,18.1,392.68,CRM & Operations Transformation
APP0458,2026-06-20,Partner_J,Chennai,Website,Personal Loan,Credit Review,874516,5,Within SLA,Pending,No,No,Not Required,11.8,0.0,Customer Journey Transformation
APP0459,2026-04-16,Partner_F,Ahmedabad,Referral,Consumer Loan,Disbursed,147229,4,Within SLA,Yes,Yes,No,Not Required,20.0,294.46,CRM & Operations Transformation
APP0460,2026-05-25,Partner_I,Delhi,Website,Credit Card,Disbursed,288597,8,SLA Breach,Yes,Yes,No,Passed,12.1,349.2,API Integration & GTM
APP0461,2026-05-30,Partner_A,Hyderabad,Partner,Credit Card,Application,109807,6,SLA Breach,Pending,No,No,Passed,4.6,0.0,API Integration & GTM
APP0462,2026-03-14,Partner_K,Bangalore,Partner,Credit Card,Lead,106635,7,SLA Breach,Pending,No,No,Passed,6.7,0.0,API Integration & GTM
APP0463,2026-04-22,Partner_E,Kolkata,Referral,Education Loan,Credit Review,4478966,9,SLA Breach,Pending,No,No,Not Required,5.1,0.0,Partner Growth & Lending Operations
APP0464,2026-04-09,Partner_J,Hyderabad,Branch,Personal Loan,Approved,964013,7,SLA Breach,Yes,No,No,Not Required,3.6,0.0,Customer Journey Transformation
APP0465,2026-03-05,Partner_C,Mumbai,Partner,Personal Loan,Lead,90149,7,SLA Breach,Pending,No,No,Not Required,5.8,0.0,Customer Journey Transformation
APP0466,2026-03-31,Partner_B,Chennai,Partner,Education Loan,Application,853039,1,Within SLA,Pending,No,No,Not Required,13.3,0.0,Partner Growth & Lending Operations
APP0467,2026-02-28,Partner_K,Kolkata,Branch,Consumer Loan,Application,392793,4,Within SLA,Pending,No,Yes,Not Required,9.5,0.0,CRM & Operations Transformation
APP0468,2026-02-12,Partner_H,Kolkata,Website,Personal Loan,Application,324349,8,SLA Breach,Pending,No,No,Not Required,7.9,0.0,Customer Journey Transformation
APP0469,2026-03-17,Partner_H,Pune,Partner,Credit Card,Disbursed,219796,10,SLA Breach,Yes,Yes,No,Passed,17.4,382.45,API Integration & GTM
APP0470,2026-06-24,Partner_J,Kolkata,Partner,Education Loan,Lead,1994139,5,Within SLA,Pending,No,No,Not Required,8.8,0.0,Partner Growth & Lending Operations
APP0471,2026-03-11,Partner_J,Delhi,Partner,Personal Loan,Disbursed,699242,7,SLA Breach,Yes,Yes,No,Not Required,14.4,1006.91,Customer Journey Transformation
APP0472,2026-03-03,Partner_B,Delhi,Website,Education Loan,Disbursed,4169021,3,Within SLA,Yes,Yes,No,Not Required,15.1,6295.22,Partner Growth & Lending Operations
APP0473,2026-04-26,Partner_D,Pune,Partner,Consumer Loan,Documents,206968,7,SLA Breach,Pending,No,No,Not Required,10.8,0.0,CRM & Operations Transformation
APP0474,2026-03-09,Partner_I,Ahmedabad,Branch,Credit Card,Disbursed,133793,5,Within SLA,Yes,Yes,No,Passed,17.8,238.15,API Integration & GTM
APP0475,2026-05-08,Partner_J,Hyderabad,Partner,Education Loan,Application,1100198,4,Within SLA,Pending,No,Yes,Not Required,12.5,0.0,Partner Growth & Lending Operations
APP0476,2026-04-06,Partner_C,Kolkata,Website,Credit Card,Credit Review,72337,4,Within SLA,Pending,No,No,Passed,11.0,0.0,API Integration & GTM
APP0477,2026-04-21,Partner_E,Kolkata,Partner,Consumer Loan,Approved,163248,7,SLA Breach,Yes,No,No,Not Required,10.2,0.0,CRM & Operations Transformation
APP0478,2026-04-18,Partner_A,Mumbai,Partner,Credit Card,Rejected,50320,5,Within SLA,No,No,No,Passed,13.4,0.0,API Integration & GTM
APP0479,2026-02-18,Partner_B,Mumbai,Partner,Education Loan,Rejected,1850850,3,Within SLA,No,No,No,Not Required,10.1,0.0,Partner Growth & Lending Operations
APP0480,2026-04-15,Partner_D,Chennai,Website,Credit Card,Application,112559,10,SLA Breach,Pending,No,No,Passed,10.5,0.0,API Integration & GTM
APP0481,2026-03-30,Partner_F,Ahmedabad,Partner,Credit Card,Application,136483,2,Within SLA,Pending,No,No,Passed,7.1,0.0,API Integration & GTM
APP0482,2026-03-01,Partner_L,Bangalore,Partner,Consumer Loan,Lead,269455,9,SLA Breach,Pending,No,No,Not Required,3.3,0.0,CRM & Operations Transformation
APP0483,2026-06-05,Partner_D,Ahmedabad,Referral,Credit Card,Credit Review,264401,9,SLA Breach,Pending,No,Yes,Passed,13.7,0.0,API Integration & GTM
APP0484,2026-02-05,Partner_E,Bangalore,Partner,Education Loan,Credit Review,2787319,2,Within SLA,Pending,No,Yes,Not Required,7.9,0.0,Partner Growth & Lending Operations
APP0485,2026-05-31,Partner_D,Ahmedabad,Referral,Consumer Loan,Disbursed,423120,4,Within SLA,Yes,Yes,No,Not Required,21.3,901.25,CRM & Operations Transformation
APP0486,2026-05-20,Partner_K,Delhi,Partner,Education Loan,Approved,4361607,3,Within SLA,Yes,No,No,Not Required,3.2,0.0,Partner Growth & Lending Operations
APP0487,2026-04-08,Partner_G,Chennai,Referral,Education Loan,Application,3372875,1,Within SLA,Pending,No,No,Not Required,14.0,0.0,Partner Growth & Lending Operations
APP0488,2026-03-24,Partner_G,Ahmedabad,Branch,Education Loan,Documents,4928622,1,Within SLA,Pending,No,No,Not Required,6.9,0.0,Partner Growth & Lending Operations
APP0489,2026-04-05,Partner_H,Delhi,Partner,Education Loan,Rejected,2004900,9,SLA Breach,No,No,No,Not Required,12.7,0.0,Partner Growth & Lending Operations
APP0490,2026-06-16,Partner_L,Mumbai,Referral,Personal Loan,Application,337360,4,Within SLA,Pending,No,No,Not Required,4.0,0.0,Customer Journey Transformation
APP0491,2026-04-21,Partner_F,Bangalore,Website,Consumer Loan,Lead,385859,3,Within SLA,Pending,No,No,Not Required,6.9,0.0,CRM & Operations Transformation
APP0492,2026-04-18,Partner_D,Chennai,Website,Education Loan,Approved,2206930,1,Within SLA,Yes,No,No,Not Required,4.5,0.0,Partner Growth & Lending Operations
